id_dim_vigencia,id_dim_contrato,id_dim_contratada,id_dim_licitacao,val_executado,val_mensal,val_total,"num_contrato","contratada","cnpj","objeto","cat_objeto","res_objeto","uni_beneficiada","sei_originario","sei_pagamento","ano_contrato","ini_vigencia","fim_vigencia","decisao","rlc","classificacao_rlc","rtc","telefone_rtc","email_rtc","tip_logadouro","logadouro_con","numero","complemento","bairro","cidade","uf","cep","npl","modalidade","num_empenho","adi_prazo","adi_valor","num_apostilamento","situacao","lei","num_peintegrado","sta_peintegrado","num_efisco","sta_efisco","sta_remessatce","sta_transferegov","sta_doe","logadouro","contato_rtc",vigencia,dia_inicio,mes_inicio,ano_inicio,dia_fim,mes_fim,ano_fim,"semestre_inicio","semestre_fim"
285,10400,607,1402,3257676.0,191628.0,2299536.0,"112024","TK Elevadores Brasil ","90.347.840/0008-94","Prestação de serviços de manutenção preventiva e corretiva, com reposição de peças novas, nos elevadores instalados no Bloco B e C da Reitoria da Universidade de Pernambuco, pelo período de 12 (doze) meses.","Serviço contínuo","Manutenção de elevador","Reitoria","00406110014255.000019/202336","0040610245.000031/202591","2024.0","2024/01/30 00:00:00.000","2027/01/31 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","00432023CCDIN0007FESPUPE","Inexigibilidade","2024NE000418","2.0"," ","0","Em execução","8666/93","LEG00028/2025FESPUPE440702","CONCLUÍDO","82/2023"," ","CONCLUÍDO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",1097,30,1,2024,31,1,2027,"1","1"
286,10401,608,1403,18927908.0,102741.0,1232892.0,"082023","Toppus Serviços Terceirizados ","92.81.162/000110","Prestação de serviços de motoristas, mediante a disponibilização de profissionais devidamente habilitados nas categorias “B”, “C” e “D”, para atender as demandas da Reitoria da UPE","Serviço com mão de obra","Motorista","Reitoria","0040608353.000047/202362","0040610245.000034/202524","2023.0","2023/06/20 00:00:00.000","2025/06/20 00:00:00.000","Não prorrogar"," "," "," ","0"," "," "," ","0"," "," "," "," ","0","00902022CCPLEVPE0061SAD","Pregão eletrônico","2024NE002698","1º"," ","0","Encerrado","8666/93","SEM CADASTRO","ENCERRADO SEM CADASTRO","36/2023"," ","ENCERRADO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",731,20,6,2023,20,6,2025,"1","1"
287,10402,609,1404,8300.0,0.0,59040.0,"152025","Debora Maria de Farias Cavalcanti","33.336.537/000186","Prestação de Serviços Gráficos de Plotagem de Plantas e Projetos Diversos","Serviço contínuo","Gráfica","Reitoria","0040608665.000017/202502"," ","2025.0","2025/08/27 00:00:00.000","2026/08/27 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","3964.2025.CCD UPE.DL.0011.FESPUPE","Dispensa","2025NE001957"," "," ","0","Em execução","14133/21","LEG00041/2025FESPUPE440702","CONCLUÍDO","39/2025","COM PENDÊNCIA"," "," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",365,27,8,2025,27,8,2026,"2","2"
288,10403,610,1405,7230298.0,302662.0,3631944.0,"072023","Sercoserv Serviços Terceirizados ","08.717.223/000186","Prestação de serviços de copeiragem, conforme as especificações contidas no Termo de Referência, na proposta da Contratada e nas demais cláusulas do Contrato.","Serviço com mão de obra","Copeira","Reitoria","0040608353.000046/2023-18"," 0040610245.000029/202511","2023.0","2023/06/20 00:00:00.000","2026/06/20 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","02012022PREGVPE0134SAD","Ata de registro de preço ","2024NE000997","2º"," ","1º","Em execução","8666/93","LEG00048/2025FESPUPE440702","CONCLUÍDO","35/2023"," ","CONCLUÍDO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",1096,20,6,2023,20,6,2026,"1","1"
289,10404,611,1406,0.0,12440124.0,13890204.0,"262024","Simpress Comércio Locação e Serviços ","07.432.517/000107","Contratação de empresa especializada na prestação de serviços especializados de impressão, incluindo: locação de equipamentos (impressoras e multifuncionais); reposição de suprimentos (exceto papel); disponibilização de sistemas para gestão informatizada da solução; além de suporte técnico remoto e manutenção presencial (preventiva e corretiva) para atender às necessidades da Universidade de Pernambuco","Serviço contínuo","Locação de impressoras","UPE","0040608340.000037/202457"," ","2024.0","2024/10/31 00:00:00.000","2027/10/31 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","00142023PREGVIIPE0012SADATI","Ata de registro de preço ","2024NE001741 "," "," ","0","Em execução","8666/93","LEG00007/2025FESPUPE440702","CONCLUÍDO","124/2024"," ","CONCLUÍDO","CONCLUÍDO"," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",1095,31,10,2024,31,10,2027,"2","2"
290,10405,612,1407,0.0,0.0,9830671.0,"102025","Drager do Brasil ","61.185.922/000105","Fornecimento de ventilador pulmonar para atender as necessidades do PROCAPE","Equipamento","Ventilador pulmonar","Outros","0040609855.000001/202436"," ","2025.0","2025/07/02 00:00:00.000","2025/10/30 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","0268.2024.CPL.REIT.PE.0005.FESPUPE","Pregão eletrônico","2025NE001006"," "," ","0","Em execução","14133/21","0","ENCERRADO","190/2024"," ","ENCERRADO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",120,2,7,2025,30,10,2025,"2","2"
291,10406,613,1408,22506334.0,2149148.0,12894888.0,"1832020","Benit Construções, Terceirização e Serviços ","24.320.865/000101","Prestação de Serviço de LIMPEZA PREDIAL para atender ao NOVO PRÉDIO DA FOP, localizado na Av. Norte, N° 80.","Serviço com mão de obra","Limpeza predial","FOP","0040608344.000090/202418    (Reitoria) 0040607461.000013/201900  (HUOC)","0040610245.000044/202560","2020.0","2024/12/11 00:00:00.000","2026/06/01 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","00142020CCPLEIVPE0013SADHUOC","Pregão presencial","2024NE003006","8°"," ","0","Em execução","8666/93","LEG00066/2021HUOCUPE440714","SEM CADASTRO ADITIVO AO CONTRATO DE OUTRA UNIDADE","249/2024","ATUALIZADO","CONCLUÍDO","NÃO SE ENQUADRA"," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",537,11,12,2024,1,6,2026,"2","1"
292,10407,614,1409,3956000.0,0.0,3956000.0,"342025","ARPSIST Serviços de Engenharia ","70.064.316/000122","Fornecimento de um Firewall de Próxima Geração (NextGeneration Firewall  NGFW), incluindo o hardware, as licenças de software necessárias para suas funcionalidades avançadas e o suporte técnico do fabricante, visando atender as necessidades da Universidade de Pernambuco","Serviço contínuo","Sistemas e softwares","Reitoria","0040610226.000021/202583"," ","2025.0","2025/12/15 00:00:00.000","2028/12/15 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","4090.2025.CPL.REIT.PE.0059.FESPUPE","Pregão eletrônico","2025NE003823
2025NE003824"," "," ","0","Em execução","14133/21","0"," ","217/2025"," "," "," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",1096,15,12,2025,15,12,2028,"2","2"
293,10408,589,1410,1940643.0,0.0,1940643.0,"302023","Outros","03.508.097/000136","Contratação sob a dispensa de licitação prevista no art. 75. inciso XV da Lei n. 14.133 de 2021, do serviço de tecnologia da informação denominado Diploma Digital, o qual permite o registro e a emissão de diplomas digitais de graduação e documentos auxiliares","Serviço contínuo","Diploma digital","UPE","0040608340.000185/202391"," ","2023.0","2023/12/28 00:00:00.000","2026/12/28 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","0239.2023.CPL.REIT.DL.0115.FESPUPE","Dispensa","2023NE002513
2023NE002515
2024NE000203"," "," ","0","Em execução","14133/21","CT00004/2025FESPUPE440702","COM PENDÊNCIA","290/2023","COM PENDÊNCIA","CONCLUÍDO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",1096,28,12,2023,28,12,2026,"2","2"
294,10409,589,1411,3660150.0,0.0,10980450.0,"112025","Outros","03.508.097/000136","Contratação que consistente no provisionamento, configuração, suporte, manutenção e gestão do serviço de colaboração em nuvem, associada aos serviços de colaboração e produtividade de email, ferramenta de videoconferência e pacote de Software de Escritório e Armazenamento, denominado Google Workspace for Education  Edição Plus.","Serviço contínuo","Armazenamento em nuvem","UPE","0040610227.000001/202501"," ","2025.0","2025/07/01 00:00:00.000","2028/07/01 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","3977.2025.CPL.REIT.DL.0017.FESPUPE","Dispensa","2025NE001698"," "," ","0","Em execução","14133/21","CT00002/2025FESPUPE440702","COM PENDÊNCIA","38/2025","COM PENDÊNCIA","SEM CADASTRO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",1096,1,7,2025,1,7,2028,"2","2"
295,10410,615,1412,5268844.0,1062624.0,13814112.0,"252024","RM T. e G. de Recursos Humanos ","05.465.222/000101","Prestação de serviços de mão de obra  do tipo apoio administrativo, com jornada de trabalho de 44 horas semanais, de segunda a sexta, diurno, visando à realização de atividades administrativas acessórias, instrumentais ou complementares para atender o Campus Mata Norte da Universidade de Pernambuco, conforme as especificações contidas no Termo de Referência, na proposta da CONTRATADA e nos demais documentos constantes do processo administrativo em epígrafe (Convênio Federal nº 863163).","Serviço com mão de obra","Apoio administrativo","Mata Norte","00406110011778.000005/202414","0040610245.000025/202533","2024.0","2024/09/23 00:00:00.000","2025/12/31 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","00342023PREGXVPE0030SAD","Ata de registro de preço ","2024NE001331"," "," ","0","Em execução","8666/93","LEG00006/2025FESPUPE440702","COM PENDÊNCIA","97/2024"," ","CONCLUÍDO","CONCLUÍDO"," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",464,23,9,2024,31,12,2025,"2","2"
296,10411,616,1413,43183594.0,3598632833.0,43183594.0,"202024","Brasluso Turismo","09.480.880/000115","Serviço de reserva, emissão e entrega de bilhetes aéreos para viagens nacionais e internacionais e demais serviços correlatos, através de disponibilização de sistema informatizado para atender às demandas da Reitoria da UPE.","Serviço contínuo","Passagens aéreas","Reitoria","0040608353.000049/202432","POR PASSAGEM","2024.0","2024/07/15 00:00:00.000","2025/07/15 00:00:00.000","Não prorrogar"," "," "," ","0"," "," "," ","0"," "," "," "," ","0","0471/2023AC60PE0405SAD","Pregão eletrônico","2025NE000481"," "," ","0","Encerrado","8666/93","LEG00016/2025FESPUPE440702","CONCLUÍDO","50/2024"," ","ENCERRADO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",365,15,7,2024,15,7,2025,"2","2"
297,10412,617,1414,15000.0,5000.0,60000.0,"162025","Outros","20.160.797/000100","SERVICO DE CONTROLE DE ANIMAIS E PRAGAS  Do tipo desinfestação de insetos rasteiros, Baratas, Escorpiões, Ratos e Cupins, com técnicas diversas, em áreas internas e externas. SERVICO DE CONTROLE DE ANIMAIS E PRAGAS  Do tipo prevenção de proliferação de pombos, com uso de gel repelente, em áreas internas e externas, marquises e coberta de todos os prédios da Reitoria da UPE.","Serviço contínuo","Dedetização","Reitoria","00406110014255.000029/202533","0040608353.000019/202515","2025.0","2025/09/03 00:00:00.000","2026/09/03 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","3971.2025.CCD UPE.DL.0013.FESPUPE","Dispensa","2025NE002066"," "," ","0","Em execução","14133/21","
LEG00044/2025FESPUPE440702","CONCLUÍDO","51/2025","ATUALIZADO","SEM CADASTRO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",365,3,9,2025,3,9,2026,"2","2"
298,10413,618,1415,2900000.0,96666666.0,289999998.0,"212024","UFPE","24.134.488/000108","Utilização da atual plataforma do Sistema de Informações e Gestão Acadêmica  SIG@, no âmbito da UPE, abrangendo os serviços de hospedagem, administração e gestão do ambiente operacional, implantação de novos módulos já implementados, capacitação de multiplicadores e manutenção do sistema","Serviço contínuo","Sistemas e softwares","UPE","0040608340.000186/202335"," ","2024.0","2024/07/23 00:00:00.000","2026/07/23 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","0263.2024.CPL.REIT.IN.0002.FESPUPE","Inexigibilidade","2024NE001732
2025NE001856","1º"," ","0","Em execução","14133/21","LEG00002/2025FESPUPE440702","COM PENDÊNCIA","2/2024"," ","CONCLUÍDO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",730,23,7,2024,23,7,2026,"2","2"
299,10414,619,1416,148847.0,595388.0,7144656.0,"062019","Dinamérica Serviços Gerais ","04.225.216/000106","Prestação de serviços de Limpeza em Ambiente Escolar, abrangendo prédio, mobiliário e equipamentos escolares, da UPE – Campus Caruaru e Serra Talhada, visando à obtenção de adequadas condições de salubridade e higiene, com a disponibilização de mão de obra, saneantes domissanitários, materiais e equipamentos, referentes ao PREGÃO ELETRÔNICO Nº 109/2019, PROCESSO LICITATÓRIO No 0156.2019.CCPLEV.PE.0109.SAD.FFPGUPE.","Serviço com mão de obra","Limpeza predial","Caruaru","0040610063.000018/202499","0040610245.000011/202510","2019.0","2019/12/16 00:00:00.000","2025/12/15 00:00:00.000","Não prorrogar"," "," "," ","0"," "," "," ","0"," "," "," "," ","0","01562019CCPLEVPE0109SADFFPGUPE","Pregão eletrônico","2024NE003009","9º"," ","0","Em execução","8666/93","0","SEM CADASTRO","253/2024"," ","SEM CADASTRO","CONCLUÍDO"," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",2191,16,12,2019,15,12,2025,"2","2"
300,10415,620,1417,32675847.0,0.0,32675847.0,"282025","Outros","03.508.097/000136 ","Contratação da empresa Rede Nacional de Ensino e Pesquisa - RNP, para a prestação de serviço de SOC (Security Operations Center) RNP - Intermediário","Serviço contínuo","Sistemas e softwares","UPE","0040610227.000003/202591"," ","2025.0","2025/12/11 00:00:00.000","2026/12/11 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","4038.2025.CPL.REIT.DL.0047.FESPUPE","Dispensa","2025NE003641"," "," ","0","Em execução","14133/21","0","CONCLUÍDO","119/2025","COM PENDÊNCIA"," "," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",365,11,12,2025,11,12,2026,"2","2"
301,10416,621,1418,8007087.0,1663962.0,19967544.0,"082025","Solserv Servicos ","14.056.350/000184","Prestação de serviços de MOTORISTA, mediante a disponibilização de profissionais devidamente habilitados nas categorias “B”, “C” e “D”, para atender as demandas da Reitoria da UPE","Serviço com mão de obra","Motorista","Reitoria","00406110014255.000033/202500","0040610245.000086/202509","2025.0","2025/06/25 00:00:00.000","2026/06/25 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","1621.2024.AC79.PE.0474.SAD","Ata de registro de preço ","2025NE001228"," "," ","0","Em execução","14133/21","LEG00037/2025FESPUPE440702","CONCLUÍDO","23/2025"," ","CONCLUÍDO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",365,25,6,2025,25,6,2026,"1","1"
302,10417,622,1419,22135868.0,766889.0,9202668.0,"192022","Active Gestão e Serviços ","28.914.691/0001-58","Prestação de serviços de Limpeza e Conservação Predial, visando à obtenção de adequadas condições de salubridade e higiene, com a disponibilização de mão de obra, produtos saneantes domissanitários, materiais e equipamentos para atender IIT – Instituto de Inovação Tecnologica da UPE","Serviço com mão de obra","Limpeza predial","IIT","0040608353.000069/202161
00406110011521.000007/202415","0040610245.000007/202551","2022.0","2022/05/02 00:00:00.000","2026/05/01 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","01682021CCPLEVPE0144SADFESPUPE","Pregão eletrônico","2025NE000042","2º"," ","2º","Em execução","8666/93","LEG00026/2025FESPUPE440702","CONCLUÍDO","28/2022"," ","CONCLUÍDO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",1460,2,5,2022,1,5,2026,"1","1"
303,10418,623,1420,105300.0,8100.0,97200.0,"172024","Outros","9114027/0001.80","Prestação de serviço locação de purificadores de água, para manutenção preventiva e corretiva com preposição de peças, para atender a Reitoria da UPE","Serviço contínuo","Locação de purificador de água","Reitoria","00406110014255.000067/202324","0040610245.000005/202562","2024.0","2024/03/05 00:00:00.000","2026/03/05 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","02332023CCDDL0111FESPUPE","Dispensa","2025NE000402","1º"," ","0","Em execução","8666/93","LEG00017/2024FESPUPE440702","CONCLUÍDO","1/2024"," ","CONCLUÍDO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",730,5,3,2024,5,3,2026,"1","1"
304,10419,624,1421,1999620.0,0.0,1999620.0,"492022","CPTEC Solucões em Tecnologia da Informacão ","10.362.933/000182","Prestação de solução integrada e gerenciada de software de proteção antivírus e antispyware (antimalware), visando atender às demandas da Reitoria da UPE","Serviço contínuo","Sistemas e softwares","Reitoria","0040608340.000061/202224","0040608340.000061/202224
","2022.0","2022/11/09 00:00:00.000","2025/11/09 00:00:00.000","Não prorrogar"," "," "," ","0"," "," "," ","0"," "," "," "," ","0","0093.2021.CCPLEVIII.PE.0087.SAD.ATI","Pregão eletrônico","2022NE001954","Nº 002 AO TERMO DE ADESÃO 002.2019.UPEREITORIA.001
"," ","0","Encerrado","8666/93","LEG00052/2025FESPUPE440702","COM PENDÊNCIA","191/2022","ATUALIZADO","ENCERRADO","NÃO SE ENQUADRA"," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",1096,9,11,2022,9,11,2025,"2","2"
305,10420,607,1422,234000.0,13000.0,156000.0,"042023","TK Elevadores Brasil ","90.347.840/0008-94","Prestação de serviços de manutenção preventiva e corretiva, com reposição de peças, no elevador instalado no INSTITUTO CONFÚCIO DA UNIVERSIDADE DE PERNAMBUCO.","Serviço contínuo","Manutenção de elevador","IC","0040610019.000010/202204","0040610245.000030/202546","2023.0","2023/06/21 00:00:00.000","2026/06/20 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","00462022CCDIN0017FESPUPE","Inexigibilidade","2024NE002438","2º"," ","0","Em execução","8666/93","LEG00029/2025FESPUPE440702","CONCLUÍDO","67/2022"," ","CONCLUÍDO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",1095,21,6,2023,20,6,2026,"1","1"
244,10421,625,1423,110625.0,4425.0,53100.0,"212025","Sec Nor Distribuidora de Publicações","01.592.950/000115","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PRESTAÇÃO DE SERVIÇOS ADVOCATICIOS DE INFORMAÇÕES FORENSES, RELATIVO AO EXERCÍCIO DE 2025","Serviço contínuo","Informações forenses","UPE","0040610236.000001/202593","0040610245.000107/202588","2025.0","2025/10/17 00:00:00.000","2026/10/17 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","4040.2025.CCDPE.DL.0049.FESPUPE","Dispensa ","2025NE002763"," "," ","0","Em execução","14133/21","CT00005/2025FESPUPE440702","CONCLUÍDO","113/2025","COM PENDÊNCIA","SEM CADASTRO"," ","PUBLICADO","null null, null- null- null, null- null, null","Fone: null. E-mail: null",365,17,10,2025,17,10,2026,"2","2"
306,10422,626,1424,19300.0,260000.0,38600.0,"232025","RA de Oliveira Q. da Silveira Serviços","12.900.307/000128","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERV LIMPEZA E ANÁLISE BACTERIOLÓGICA E FISICO QUIMICA CAIXAS DE ÁGUA DA REITORIA e do INST. CONFUCIO
","Serviço contínuo","Limpeza de caixa de água","Reitoria","0040608344.000060/202592","0040610245.000134/202551","2025.0","2025/11/05 00:00:00.000","2026/11/05 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","4010.2025.CCD UPE.DL.0035.FESPUPE
","Dispensa","2025NE002403"," "," ","0","Em execução","14133/21","CT00007/2025FESPUPE440702","COM PENDÊNCIA","69/2025","ATUALIZADO","CONCLUÍDO","NÃO SE ENQUADRA","PUBLICADO","null null, null- null- null, null- null, null","Fone: null. E-mail: null",365,5,11,2025,5,11,2026,"2","2"
307,10423,627,1425,26556079.0,1767641.0,21211692.0,"202023","Outros","10.998.292/000157","contratação de empresa especializada na prestação de serviços de agente de integração para operacionalização do Programa de Estágio Corporativo, visando atender as
necessidades da Universidade de Pernambuco, de acordo com as especificações e demais disposições contidas no Termo de Referência, referente ao PREGÃO ELETRÔNICO Nº 0037.SAD, PROCESSO Nº 0043.2023.PREGXII.PE.0037.SAD.","Serviço com mão de obra","Estagiários","UPE","0040608270.000166/202335","0040608270.000015/202549","2023.0","2024/10/19 00:00:00.000","2026/10/18 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","0043.2023.PREGXII.PE.0037.SAD","Pregão eletrônico","2024NE002607","3º","4º","0","Em execução","8666/93","CT00003/2025FESPUPE440702","CONCLUÍDO","178/2023"," ","CONCLUÍDO"," ","PUBLICADO","null null, null- null- null, null- null, null","Fone: null. E-mail: null",729,19,10,2024,18,10,2026,"2","2"
308,10424,628,1426,0.0,0.0,4500000.0,"192025","JME Engenharia ","24.061.780/000148","Prestação dos serviços de engenharia para implantação do Sistema de Prevenção e Combate a Incêndios (SPCI), Iluminação de emergência, Detecção e Alarme atendendo a Norma Regulamentadora NR 23 – Proteção Contra Incêndios e ao Código de Segurança Contra Incêndio e Pânico (COSCIP), do estado de PERNAMBUCO
LOTE 3  UPE Campus Benfica – Escola Politécnica de Pernambuco (POLI/UPE) e Faculdade de Ciências da Administração e Direito (FCAP/UPE)","Serviço de engenharia ","Engenharia - obras","Benfica","0040608361.000010/202505"," ","2025.0","2025/10/10 00:00:00.000","2026/07/07 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","3945.2025.CPL UPE EN.PE.0006.FESPUPE","Pregão eletrônico","2025NE002471 "," "," ","0","Em execução"," ","0"," ","83/2025","COM PENDÊNCIA"," "," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",270,10,10,2025,7,7,2026,"2","2"
309,10425,629,1427,2016000.0,0.0,1008000.0,"022025","Medical H. A. M. H. e Serviços de Tecnologia ","23.543.913/000150","Contratação de assinatura anual para 600 acessos para a ferramenta BioAtlas Hunano, da empresa Medical Harbour, para atendimento da Universidade de Pernambuco","Serviço contínuo","Assinatura","UPE","0040608277.000010/202475"," ","2025.0","2025/01/14 00:00:00.000","2026/01/14 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","32242024CPLREITIN0018FESPUPE","Inexigibilidade","2024NE002841"," "," ","0","Em execução","14133/21","LEG00018/2025FESPUPE440702","CONCLUÍDO","218/2024"," ","CONCLUÍDO","CONCLUÍDO"," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",365,14,1,2025,14,1,2026,"1","1"
310,10426,559,1428,2043750.0,0.0,1635000.0,"342024","Autografia E. Comunicação e Comércio","14.518.215/0001-03","Prestação de serviços de revisão ortográfica, diagramação, impressão, edição, tradução e distribuição de livros, destinados às diversas áreas do conhecimento da Universidade de Pernambuco","Serviço contínuo","Edição ","Reitoria","0040608274.000012/202494"," ","2024.0","2024/12/27 00:00:00.000","2025/12/27 00:00:00.000","Não prorrogar"," "," "," ","0"," "," "," ","0"," "," "," "," ","0","30812024CPLREITPE0054FESPUPE","Pregão eletrônico","2024NE002723"," "," ","0","Em execução","14133/21","LEG00015/2025FESPUPE440702","CONCLUÍDO","208/2024"," ","CONCLUÍDO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",365,27,12,2024,27,12,2025,"2","2"
282,10427,630,1429,0.0,0.0,138486.0,"32026","MCR Sistemas e Consultoria ","04.198.254/0001-17"," fornecimento de licenças de software do tipo “LICENCA 
DE USO DE SOFTWARE - CORELDRAW GRAPHICS SUITE, LICENCA POR 36 MESES, VERSAO 
ATUALIZADA”","Serviço por demanda","Licenças","Reitoria","0040610228.000026/2025-96"," ","2026.0","2026/01/22 00:00:00.000","2027/01/22 00:00:00.000"," ","Márcia Caetano da Silva","Sócio adminstrador"," ","0","camylla.araujo@mcrsoftware.com.br
vitoria.camille@mcrsoftware.com.br"," "," ","0"," "," "," "," ","0","19973.106576/2023-13.UPE2.","Pregão eletrônico","2025NE004035"," "," ","0","Em execução","14133/21","CT00012/2026-FESP-UPE-440702","COM PENDÊNCIA","229/2025","ATUALIZADO","CONCLUÍDO","NÃO SE ENQUADRA","PUBLICADO","null null, null- null- null, null- null, null","Fone: null. E-mail: camylla.araujo@mcrsoftware.com.br
vitoria.camille@mcrsoftware.com.br",365,22,1,2026,22,1,2027,"1","1"
311,10428,593,1430,16443773.0,588674.0,21153165.0,"502022","RM T. e Gestão de Recursos Humanos ","05.465.222/000101","Prestação de serviços de controle, operação e fiscalização de portarias para atender as necessidades da Reitoria da UPE","Serviço com mão de obra","Porteiro","Reitoria","0040608353.000075/202207","0040610245.000026/202588","2022.0","2022/11/30 00:00:00.000","2025/11/30 00:00:00.000","Não prorrogar"," "," "," ","0"," "," "," ","0"," "," "," "," ","0","01672021CCPLEVPE043SAD","Pregão eletrônico","2024NE000079","2º"," ","1º","Em execução","8666/93","LEG00049/2025FESPUPE440702","CONCLUÍDO","189/2022"," ","CONCLUÍDO"," "," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",1096,30,11,2022,30,11,2025,"2","2"
312,10429,631,1431,4587321.0,0.0,4587321.0,"292025","SRD Tecnologia e Informacao Cientifica ","18.042.370/000157","LICENCA DE USO DE SOFTWARE  DE DADOS E INDICADORES PARA AVALIACAO DE RESULTADOS DOS PROGRAMAS DE FOMENTO A PESQUISA E A INOVACAO","Serviço contínuo","Licenças","Reitoria","00406110012422.000005/202580","0040610245.000127/202559","2025.0","2025/11/17 00:00:00.000","2026/11/17 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0","4062.2025.CCDUPE.IN.0017.FESPUPE","Inexigibilidade","2025NE003339"," "," ","0"," ","14133/21","LEG00064/2025FESPUPE440702","COM PENDÊNCIA","00158/2025","ATUALIZADO"," ","NÃO SE ENQUADRA","PUBLICADO","null null, null- null- null, null- null, null","Fone: null. E-mail: null",365,17,11,2025,17,11,2026,"2","2"
313,10430,632,1432,2852436.0,569110.0,13658640.0,"082024","BBC Servicos de Vigilancia ","03.401.987/000144","Prestação de serviços de VIGILÂNCIA ARMADA, nos termos da LEI FEDERAL N° 7.102/83, PREGÃO ELETRÔNICO N° 0086.2018 e PROCSSO N° 0138.2018.CCPLEV.PE.0086.SAD, referentes a UPE CAMPUS CARUARU.","Serviço com mão de obra","Vigilância armada","Caruaru","0040608353.000009/202491 e 0040609697.000003/202495","0040610245.000004/202518","2024.0","2024/09/01 00:00:00.000","2025/08/31 00:00:00.000"," "," "," "," ","0"," "," "," ","0"," "," "," "," ","0"," 01382018CCPLEVPE0086SAD","Pregão eletrônico","2024NE002746","2°"," ","0","Em execução","8666/93","SEM CADASTRO","ENCERRADO SEM CADASTRO","213/2024"," ","SEM CADASTRO","CONCLUÍDO"," ","null null, null- null- null, null- null, null","Fone: null. E-mail: null",364,1,9,2024,31,8,2025,"2","2"
